obj,rel,sbj
24,3,16
33,3,16
78,3,32
32,3,7
18,3,10
52,3,49
30,3,14
33,3,3
61,3,30
29,3,7
86,3,83
83,3,47
68,3,52
102,3,38
29,3,12
87,3,48
97,3,54
96,3,32
46,3,41
101,3,61
62,3,54
63,3,10
65,3,63
72,3,55
92,3,83
53,3,48
87,3,82
69,3,39
41,3,26
24,3,21
94,3,42
63,3,57
59,3,16
37,3,32
97,3,85
69,3,51
78,3,15
51,3,14
89,3,1
40,3,25
98,3,35
102,3,61
79,3,67
96,3,16
73,3,67
78,3,16
54,3,38
93,3,87
88,3,53
46,3,13
62,3,14
24,3,15
94,3,88
102,3,10
75,3,57
54,3,51
96,3,33
102,3,62
82,3,36
63,3,30
78,3,77
24,3,22
78,3,68
79,3,21
44,3,41
88,3,67
93,3,86
24,3,12
91,3,82
64,3,8
102,3,39
67,3,29
65,3,2
93,3,83
36,3,0
90,3,77
42,3,35
28,3,23
52,3,35
66,3,24
59,3,52
99,3,80
38,3,4
64,3,17
45,3,21
66,3,16
45,3,35
77,3,1
59,3,21
32,3,1
15,3,1
103,3,17
93,3,47
94,3,15
94,3,73
16,3,1
98,3,78
84,3,39
91,3,86
95,3,51
52,3,42
84,3,69
37,3,17
83,3,7
51,3,11
49,3,35
77,3,35
96,3,49
40,3,28
59,3,27
78,3,66
84,3,34
32,3,24
92,3,91
29,3,1
79,3,52
80,3,30
77,3,29
58,3,44
97,3,11
52,3,15
97,3,39
74,3,28
65,3,14
94,3,59
64,3,33
80,3,69
90,3,33
100,3,89
28,3,25
92,3,8
31,3,18
102,3,63
28,3,18
75,3,61
102,3,95
55,3,28
42,3,1
62,3,38
33,3,32
58,3,9
70,3,49
101,3,46
97,3,80
64,3,35
52,3,36
80,3,51
66,3,64
25,3,23
69,3,38
79,3,29
77,3,27
65,3,57
96,3,22
62,3,20
98,3,7
89,3,73
78,3,49
66,3,21
48,3,17
103,3,88
65,3,61
36,3,12
90,3,79
60,3,18
89,3,67
89,3,37
83,3,6
69,3,2
62,3,28
53,3,35
103,3,85
85,3,30
102,3,2
88,3,81
77,3,12
33,3,29
78,3,1
96,3,7
89,3,78
22,3,3
96,3,64
55,3,23
66,3,45
89,3,45
45,3,33
42,3,22
57,3,39
84,3,80
100,3,12
21,3,1
102,3,13
37,3,8
61,3,18
66,3,17
89,3,7
29,3,16
74,3,39
97,3,65
89,3,21
98,3,33
52,3,0
100,3,52
68,3,16
94,3,16
91,3,85
79,3,78
28,3,11
39,3,4
94,3,12
75,3,65
25,3,9
69,3,4
73,3,64
89,3,22
102,3,11
60,3,46
102,3,40
38,3,13
101,3,4
93,3,92
18,3,13
20,3,13
41,3,25
82,3,73
79,3,35
37,3,24
51,3,39
45,3,0
54,3,39
66,3,36
78,3,27
23,3,20
80,3,75
99,3,46
68,3,42
45,3,1
89,3,66
69,3,30
57,3,38
68,3,36
61,3,14
58,3,19
53,3,47
60,3,28
90,3,22
98,3,32
99,3,84
85,3,5
61,3,2
99,3,2
24,3,7
46,3,11
102,3,41
45,3,37
91,3,83
40,3,20
74,3,11
98,3,67
99,3,60
99,3,18
66,3,52
89,3,29
52,3,45
79,3,59
93,3,48
3,3,1
68,3,37
42,3,7
96,3,12
93,3,53
66,3,42
98,3,22
101,3,63
16,3,15
16,3,3
77,3,22
67,3,45
88,3,8
80,3,5
60,3,20
61,3,60
72,3,50
88,3,36
70,3,27
97,3,84
7,3,1
88,3,83
89,3,79
95,3,75
74,3,63
45,3,24
103,3,91
100,3,98
91,3,53
46,3,18
79,3,42
78,3,67
79,3,3
17,3,7
99,3,39
86,3,82
46,3,10
67,3,52
97,3,14
95,3,2
53,3,0
13,3,11
68,3,22
97,3,75
15,3,7
37,3,36
41,3,31
92,3,82
102,3,99
59,3,32
103,3,93
102,3,74
83,3,53
75,3,14
59,3,1
58,3,13
66,3,29
36,3,33
98,3,37
67,3,36
58,3,25
67,3,3
11,3,2
66,3,37
92,3,48
97,3,34
68,3,1
77,3,24
74,3,57
60,3,57
63,3,13
87,3,47
94,3,0
35,3,7
67,3,49
77,3,49
99,3,75
89,3,49
69,3,10
101,3,62
81,3,47
88,3,47
67,3,64
80,3,4
74,3,18
73,3,17
65,3,62
82,3,0
61,3,4
66,3,12
96,3,27
52,3,3
97,3,57
55,3,40
55,3,9
54,3,43
32,3,16
73,3,24
60,3,9
59,3,45
21,3,12
58,3,31
20,3,9
84,3,14
85,3,81
91,3,87
80,3,57
59,3,24
92,3,64
96,3,70
14,3,4
67,3,17
101,3,75
63,3,51
15,3,3
44,3,13
93,3,91
98,3,94
24,3,17
62,3,40
83,3,17
66,3,53
48,3,47
34,3,4
61,3,13
26,3,13
102,3,97
98,3,77
91,3,47
65,3,41
46,3,38
95,3,10
77,3,3
100,3,70
10,3,2
40,3,9
43,3,6
36,3,8
75,3,69
89,3,42
42,3,16
75,3,30
68,3,32
89,3,70
57,3,54
39,3,38
101,3,41
75,3,38
43,3,14
81,3,6
28,3,13
11,3,4
36,3,7
100,3,94
97,3,63
75,3,4
73,3,32
89,3,16
39,3,14
93,3,34
70,3,3
29,3,22
97,3,38
36,3,29
54,3,30
103,3,86
74,3,2
74,3,60
99,3,74
23,3,19
74,3,38
68,3,35
82,3,47
32,3,3
95,3,84
37,3,12
103,3,92
73,3,48
30,3,5
100,3,24
75,3,60
39,3,18
73,3,1
64,3,45
89,3,68
101,3,39
41,3,39
96,3,79
20,3,18
69,3,14
40,3,18
89,3,15
68,3,67
95,3,85
41,3,40
77,3,52
45,3,29
88,3,64
86,3,56
51,3,2
63,3,46
78,3,52
79,3,24
55,3,44
79,3,27
102,3,54
67,3,35
59,3,3
70,3,50
103,3,53
94,3,77
101,3,10
49,3,22
69,3,63
10,3,4
100,3,66
101,3,54
54,3,5
89,3,77
62,3,10
67,3,21
39,3,13
90,3,16
99,3,13
68,3,3
69,3,57
61,3,54
13,3,10
64,3,15
80,3,61
49,3,1
99,3,69
97,3,51
33,3,21
35,3,1
93,3,6
91,3,56
98,3,42
56,3,6
75,3,54
14,3,10
33,3,24
52,3,12
92,3,45
89,3,32
80,3,54
70,3,21
79,3,77
54,3,34
96,3,1
60,3,41
95,3,39
94,3,68
101,3,51
78,3,29
78,3,24
51,3,4
88,3,24
101,3,14
61,3,46
82,3,53
52,3,32
38,3,11
63,3,18
70,3,22
46,3,2
78,3,3
87,3,81
97,3,2
95,3,4
14,3,13
55,3,20
95,3,54
39,3,10
94,3,24
75,3,39
45,3,8
75,3,5
94,3,3
88,3,82
49,3,16
86,3,5
63,3,39
24,3,1
60,3,10
102,3,18
64,3,24
92,3,53
29,3,3
51,3,43
59,3,33
100,3,73
82,3,56
68,3,7
41,3,28
74,3,10
79,3,15
61,3,10
78,3,35
80,3,14
83,3,56
44,3,25
60,3,39
45,3,17
79,3,66
77,3,68
31,3,23
94,3,45
74,3,4
33,3,12
112,2,108
108,2,104
112,2,104
110,2,104
112,2,110
112,2,106
110,2,106
110,2,108
108,2,106
