34,2,39
34,2,44
34,2,70
34,2,71
34,2,76
34,2,77
35,2,38
35,2,39
35,2,43
35,2,44
35,2,46
35,2,48
35,2,51
35,2,52
35,2,54
35,2,57
35,2,60
35,2,71
35,2,72
35,2,74
35,2,76
35,2,77
36,2,37
36,2,58
37,2,39
37,2,41
37,2,52
37,2,60
37,2,67
37,2,70
37,2,74
37,2,76
37,2,80
38,2,39
38,2,43
38,2,46
38,2,48
38,2,51
38,2,52
38,2,54
38,2,60
38,2,71
38,2,72
38,2,74
38,2,77
38,2,80
39,2,41
39,2,43
39,2,44
39,2,46
39,2,48
39,2,51
39,2,52
39,2,54
39,2,57
39,2,60
39,2,72
39,2,74
39,2,76
39,2,77
39,2,80
40,2,61
41,2,77
43,2,44
43,2,46
43,2,48
43,2,51
43,2,52
43,2,54
43,2,60
43,2,72
43,2,74
43,2,76
43,2,77
44,2,46
44,2,51
44,2,54
44,2,71
44,2,72
44,2,76
44,2,77
45,2,64
45,2,73
46,2,48
46,2,57
46,2,60
46,2,72
46,2,74
46,2,76
46,2,77
48,2,51
48,2,54
48,2,60
48,2,72
48,2,74
48,2,76
48,2,77
50,2,68
51,2,54
51,2,60
51,2,72
51,2,74
51,2,76
52,2,67
52,2,74
52,2,80
54,2,60
54,2,72
54,2,74
54,2,76
54,2,77
56,2,71
56,2,77
57,2,74
58,2,76
60,2,72
60,2,74
60,2,76
60,2,77
64,2,70
67,2,75
67,2,80
71,2,77
71,2,81
72,2,74
72,2,76
72,2,77
72,2,81
73,2,78
74,2,76
74,2,77
76,2,77
77,2,81
