0,3,17
0,3,464
1,3,468
2,3,457
2,3,469
2,3,472
2,3,473
2,3,476
3,3,455
3,3,460
4,3,459
4,3,472
5,3,474
5,3,477
7,3,446
7,3,458
7,3,464
7,3,478
9,3,451
10,3,456
10,3,457
10,3,462
10,3,469
10,3,476
11,3,456
11,3,457
11,3,462
11,3,469
11,3,476
12,3,468
13,3,448
13,3,453
13,3,454
13,3,456
13,3,461
13,3,462
13,3,466
13,3,467
15,3,468
16,3,455
16,3,460
17,3,458
17,3,464
17,3,475
17,3,478
18,3,448
18,3,453
18,3,454
18,3,456
18,3,461
18,3,462
18,3,465
18,3,466
18,3,467
20,3,447
20,3,450
20,3,452
20,3,470
21,3,455
21,3,460
22,3,455
22,3,460
25,3,447
25,3,450
25,3,451
25,3,452
25,3,470
26,3,447
26,3,450
26,3,451
26,3,452
26,3,470
27,3,471
28,3,447
28,3,450
28,3,452
28,3,465
28,3,470
29,3,468
30,3,459
31,3,451
32,3,468
33,3,468
34,3,474
34,3,477
35,3,468
36,3,446
36,3,458
36,3,464
36,3,478
37,3,446
37,3,458
37,3,464
37,3,478
38,3,457
38,3,469
38,3,472
38,3,473
38,3,476
39,3,456
39,3,457
39,3,469
39,3,473
39,3,476
40,3,447
40,3,450
40,3,452
40,3,465
40,3,467
40,3,470
41,3,447
41,3,450
41,3,452
41,3,453
41,3,465
41,3,467
41,3,470
42,3,455
42,3,460
43,3,474
43,3,477
44,3,451
45,3,446
45,3,478
48,3,479
49,3,455
49,3,460
50,3,449
51,3,459
51,3,472
52,3,468
53,3,458
53,3,475
53,3,479
54,3,459
55,3,451
57,3,459
57,3,463
57,3,472
58,3,447
58,3,450
58,3,451
58,3,452
58,3,470
59,3,455
59,3,460
60,3,448
60,3,454
60,3,456
60,3,461
60,3,462
60,3,466
61,3,457
61,3,469
61,3,473
61,3,476
62,3,456
62,3,457
62,3,462
62,3,469
62,3,476
63,3,457
63,3,469
63,3,472
63,3,473
63,3,476
64,3,446
64,3,478
65,3,456
65,3,457
65,3,462
65,3,469
66,3,468
67,3,468
68,3,468
69,3,459
69,3,472
70,3,471
73,3,446
73,3,458
73,3,464
73,3,478
74,3,448
74,3,454
74,3,456
74,3,457
74,3,461
74,3,462
74,3,466
75,3,459
75,3,463
75,3,472
75,3,473
75,3,476
77,3,455
77,3,460
78,3,455
78,3,460
79,3,455
79,3,460
80,3,459
82,3,479
83,3,479
84,3,459
88,3,458
88,3,464
88,3,475
88,3,479
89,3,468
92,3,479
94,3,468
95,3,459
96,3,455
97,3,459
99,3,457
99,3,469
99,3,472
99,3,473
99,3,476
100,3,468
101,3,456
101,3,457
101,3,462
101,3,469
101,3,476
102,3,456
102,3,457
107,3,446
107,3,468
108,3,447
108,3,448
108,3,450
108,3,452
108,3,453
108,3,454
108,3,461
108,3,462
108,3,465
108,3,466
108,3,467
108,3,470
109,3,468
110,3,446
110,3,468
111,3,458
111,3,475
111,3,479
112,3,454
112,3,456
112,3,457
112,3,462
112,3,466
113,3,447
113,3,450
113,3,452
113,3,465
113,3,470
114,3,471
115,3,448
115,3,453
115,3,454
115,3,456
115,3,461
115,3,462
115,3,466
115,3,467
116,3,451
118,3,479
119,3,456
119,3,457
119,3,462
119,3,469
119,3,473
119,3,476
120,3,459
121,3,458
121,3,464
121,3,475
121,3,478
121,3,479
122,3,447
122,3,450
122,3,465
122,3,470
124,3,459
124,3,472
125,3,448
125,3,453
125,3,454
125,3,461
125,3,465
125,3,466
125,3,467
126,3,458
126,3,464
126,3,475
126,3,478
128,3,456
129,3,455
129,3,460
130,3,446
131,3,446
131,3,458
131,3,464
131,3,475
131,3,478
133,3,447
133,3,450
133,3,452
133,3,453
133,3,465
133,3,467
133,3,470
134,3,448
134,3,454
134,3,456
134,3,461
134,3,466
135,3,448
135,3,454
135,3,456
135,3,457
135,3,462
135,3,466
136,3,447
136,3,450
136,3,452
136,3,453
136,3,461
136,3,465
136,3,467
136,3,470
137,3,446
137,3,458
137,3,464
137,3,478
138,3,468
139,3,447
139,3,448
139,3,450
139,3,453
139,3,454
139,3,461
139,3,462
139,3,465
139,3,466
139,3,467
139,3,470
140,3,468
141,3,456
141,3,457
141,3,462
141,3,469
141,3,476
142,3,474
142,3,477
143,3,447
143,3,448
143,3,450
143,3,452
143,3,453
143,3,454
143,3,461
143,3,462
143,3,465
143,3,466
143,3,467
143,3,470
144,3,468
145,3,456
145,3,457
145,3,462
145,3,469
145,3,476
147,3,459
147,3,463
147,3,469
147,3,472
147,3,473
147,3,476
148,3,448
148,3,453
148,3,454
148,3,456
148,3,461
148,3,462
148,3,466
149,3,449
150,3,448
150,3,454
150,3,456
150,3,457
150,3,461
150,3,462
150,3,466
151,3,448
151,3,453
151,3,454
151,3,456
151,3,461
151,3,462
151,3,465
151,3,466
151,3,467
153,3,449
154,3,456
154,3,457
154,3,469
154,3,473
154,3,476
155,3,457
155,3,459
155,3,469
155,3,472
155,3,473
155,3,476
156,3,474
157,3,457
157,3,459
157,3,463
157,3,469
157,3,472
157,3,473
157,3,476
158,3,459
159,3,471
160,3,475
160,3,479
161,3,446
161,3,468
162,3,446
162,3,468
164,3,456
164,3,457
164,3,462
164,3,469
164,3,476
165,3,468
166,3,479
167,3,457
167,3,459
167,3,463
167,3,469
167,3,472
167,3,473
167,3,476
168,3,468
169,3,447
169,3,450
169,3,452
169,3,465
169,3,467
169,3,470
170,3,456
170,3,457
170,3,469
170,3,473
170,3,476
171,3,468
172,3,449
173,3,457
173,3,469
173,3,472
173,3,473
173,3,476
174,3,479
175,3,458
175,3,464
175,3,475
175,3,478
176,3,455
176,3,460
177,3,449
178,3,448
178,3,453
178,3,454
178,3,456
178,3,461
178,3,462
178,3,466
178,3,467
179,3,456
179,3,457
179,3,462
179,3,469
179,3,476
182,3,475
182,3,479
183,3,457
183,3,469
183,3,472
183,3,473
183,3,476
184,3,457
184,3,469
184,3,472
184,3,473
184,3,476
185,3,446
185,3,458
185,3,464
185,3,478
186,3,446
187,3,447
187,3,448
187,3,450
187,3,453
187,3,454
187,3,461
187,3,465
187,3,466
187,3,467
188,3,471
189,3,446
189,3,464
189,3,478
190,3,456
191,3,468
192,3,468
193,3,447
193,3,448
193,3,450
193,3,452
193,3,453
193,3,454
193,3,461
193,3,462
193,3,465
193,3,466
193,3,467
193,3,470
195,3,456
195,3,457
195,3,462
195,3,469
195,3,476
196,3,447
196,3,448
196,3,450
196,3,452
196,3,453
196,3,454
196,3,461
196,3,465
196,3,466
196,3,467
196,3,470
197,3,468
198,3,446
199,3,468
201,3,446
201,3,458
201,3,464
201,3,478
202,3,448
202,3,454
202,3,456
202,3,461
202,3,462
202,3,466
203,3,447
203,3,448
203,3,450
203,3,452
203,3,453
203,3,454
203,3,461
203,3,462
203,3,465
203,3,466
203,3,467
203,3,470
204,3,455
204,3,460
205,3,458
205,3,464
205,3,475
205,3,478
206,3,446
206,3,468
207,3,459
207,3,463
207,3,472
208,3,447
208,3,450
208,3,452
208,3,470
209,3,456
209,3,457
209,3,469
209,3,473
209,3,476
211,3,479
213,3,446
213,3,464
213,3,478
214,3,455
214,3,460
215,3,447
215,3,450
215,3,452
215,3,465
215,3,470
217,3,459
218,3,479
219,3,456
219,3,457
219,3,462
219,3,469
219,3,473
219,3,476
220,3,455
220,3,460
221,3,447
221,3,450
221,3,452
221,3,465
221,3,467
221,3,470
222,3,468
223,3,471
225,3,456
225,3,457
225,3,469
225,3,473
225,3,476
226,3,459
227,3,459
227,3,463
228,3,448
228,3,454
228,3,456
228,3,457
228,3,461
228,3,462
228,3,466
229,3,468
230,3,468
231,3,475
231,3,479
232,3,451
233,3,456
233,3,457
233,3,462
233,3,469
233,3,473
233,3,476
234,3,458
234,3,475
234,3,479
235,3,448
235,3,453
235,3,454
235,3,456
235,3,461
235,3,462
235,3,465
235,3,466
235,3,467
236,3,448
236,3,453
236,3,454
236,3,456
236,3,461
236,3,462
236,3,466
236,3,467
237,3,451
239,3,458
239,3,464
239,3,475
239,3,479
240,3,446
240,3,464
240,3,478
242,3,471
243,3,459
243,3,463
243,3,469
243,3,472
243,3,473
243,3,476
244,3,459
244,3,472
245,3,479
246,3,457
246,3,459
246,3,469
246,3,472
246,3,473
246,3,476
247,3,456
247,3,457
247,3,469
247,3,473
247,3,476
248,3,447
248,3,448
248,3,450
248,3,453
248,3,454
248,3,461
248,3,462
248,3,465
248,3,466
248,3,467
249,3,459
250,3,468
251,3,459
251,3,463
251,3,472
252,3,459
252,3,463
252,3,472
252,3,473
253,3,456
253,3,457
253,3,462
253,3,469
253,3,473
253,3,476
254,3,474
254,3,477
255,3,451
256,3,458
256,3,464
256,3,475
256,3,479
258,3,468
259,3,451
260,3,457
260,3,469
260,3,472
260,3,473
260,3,476
261,3,468
262,3,468
263,3,446
264,3,474
264,3,477
265,3,459
265,3,463
265,3,472
266,3,458
266,3,464
266,3,475
266,3,479
267,3,454
267,3,456
268,3,447
268,3,450
268,3,453
268,3,465
268,3,467
270,3,447
270,3,450
270,3,452
270,3,465
270,3,470
271,3,479
273,3,447
273,3,450
273,3,452
273,3,470
274,3,459
274,3,463
274,3,472
274,3,473
274,3,476
275,3,479
276,3,456
276,3,457
276,3,462
276,3,466
276,3,469
277,3,447
277,3,450
277,3,452
277,3,453
277,3,465
277,3,467
277,3,470
278,3,447
278,3,448
278,3,450
278,3,452
278,3,453
278,3,454
278,3,461
278,3,465
278,3,466
278,3,467
278,3,470
279,3,471
280,3,455
280,3,460
281,3,471
282,3,448
282,3,453
282,3,454
282,3,456
282,3,461
282,3,462
282,3,466
282,3,467
283,3,448
283,3,453
283,3,454
283,3,456
283,3,461
283,3,462
283,3,465
283,3,466
283,3,467
284,3,446
